"","Marker_Name","Chromosome","Position"
"5160","PGAS1_10532",10,1053200000
"5161","PGAS1_10533",10,1053300000
"5162","PGAS1_10534",10,1053400000
"5163","PGAS1_10537",10,1053700000
"5164","PGAS1_10538",10,1053800000
"5165","PGAS1_10540",10,1054000000
"5166","PGAS1_10546",10,1054600000
"5167","PGAS1_10550",10,1055000000
"5168","PGAS1_10552",10,1055200000
"5169","PGAS1_10553",10,1055300000
"5170","PGAS1_10557",10,1055700000
"5171","PGAS1_10559",10,1055900000
"5172","PGAS1_10560",10,1056000000
"5173","PGAS1_10562",10,1056200000
"5174","PGAS1_10564",10,1056400000
"5175","PGAS1_10565",10,1056500000
"5176","PGAS1_10566",10,1056600000
"5177","PGAS1_10569",10,1056900000
"5178","PGAS1_10571",10,1057100000
"5179","PGAS1_10572",10,1057200000
"5180","PGAS1_10573",10,1057300000
"5181","PGAS1_10574",10,1057400000
"5182","PGAS1_10578",10,1057800000
"5183","PGAS1_10585",10,1058500000
"5184","PGAS1_10593",10,1059300000
"5185","PGAS1_10594",10,1059400000
"5186","PGAS1_10595",10,1059500000
"5187","PGAS1_10598",10,1059800000
"5188","PGAS1_10600",10,1060000000
"5189","PGAS1_10601",10,1060100000
"5190","PGAS1_10602",10,1060200000
"5191","PGAS1_10603",10,1060300000
"5192","PGAS1_10606",10,1060600000
"5193","PGAS1_10607",10,1060700000
"5194","PGAS1_10608",10,1060800000
"5195","PGAS1_10609",10,1060900000
"5196","PGAS1_10610",10,1061000000
"5197","PGAS1_10617",10,1061700000
"5198","PGAS1_10618",10,1061800000
"5199","PGAS1_10621",10,1062100000
"5200","PGAS1_10622",10,1062200000
"5201","PGAS1_10623",10,1062300000
"5202","PGAS1_10624",10,1062400000
"5203","PGAS1_10627",10,1062700000
"5204","PGAS1_10628",10,1062800000
"5205","PGAS1_10629",10,1062900000
"5206","PGAS1_10630",10,1063000000
"5207","PGAS1_10631",10,1063100000
"5208","PGAS1_10632",10,1063200000
"5209","PGAS1_10633",10,1063300000
"5210","PGAS1_10634",10,1063400000
"5211","PGAS1_10638",10,1063800000
"5212","PGAS1_10642",10,1064200000
"5213","PGAS1_10643",10,1064300000
"5214","PGAS1_10645",10,1064500000
"5215","PGAS1_10646",10,1064600000
"5216","PGAS1_10647",10,1064700000
"5217","PGAS1_10648",10,1064800000
"5218","PGAS1_10649",10,1064900000
"5219","PGAS1_10650",10,1065000000
"5220","PGAS1_10652",10,1065200000
"5221","PGAS1_10653",10,1065300000
"5222","PGAS1_10655",10,1065500000
"5223","PGAS1_10657",10,1065700000
"5224","PGAS1_10658",10,1065800000
"5225","PGAS1_10659",10,1065900000
"5226","PGAS1_10660",10,1066000000
"5227","PGAS1_10666",10,1066600000
"5228","PGAS1_10667",10,1066700000
"5229","PGAS1_10668",10,1066800000
"5230","PGAS1_10669",10,1066900000
"5231","PGAS1_10670",10,1067000000
"5232","PGAS1_10671",10,1067100000
"5233","PGAS1_10672",10,1067200000
"5234","PGAS1_10677",10,1067700000
"5235","PGAS1_10679",10,1067900000
"5236","PGAS1_10680",10,1068000000
"5237","PGAS1_10681",10,1068100000
"5238","PGAS1_10682",10,1068200000
"5239","PGAS1_10683",10,1068300000
"5240","PGAS1_10691",10,1069100000
"5241","PGAS1_10692",10,1069200000
"5242","PGAS1_10694",10,1069400000
"5243","PGAS1_10696",10,1069600000
"5244","PGAS1_10699",10,1069900000
"5245","PGAS1_10702",10,1070200000
"5246","PGAS1_10703",10,1070300000
"5247","PGAS1_10705",10,1070500000
"5248","PGAS1_10708",10,1070800000
"5249","PGAS1_10709",10,1070900000
"5250","PGAS1_10710",10,1071000000
"5251","PGAS1_10714",10,1071400000
"5252","PGAS1_10724",10,1072400000
"5253","PGAS1_10725",10,1072500000
"5254","PGAS1_10726",10,1072600000
"5255","PGAS1_10731",10,1073100000
"5256","PGAS1_10733",10,1073300000
"5257","PGAS1_10739",10,1073900000
"5258","PGAS1_10740",10,1074000000
"5259","PGAS1_10742",10,1074200000
"5260","PGAS1_10744",10,1074400000
"5261","PGAS1_10745",10,1074500000
"5262","PGAS1_10746",10,1074600000
"5263","PGAS1_10754",10,1075400000
"5264","PGAS1_10760",10,1076000000
"5265","PGAS1_10767",10,1076700000
"5266","PGAS1_10768",10,1076800000
"5267","PGAS1_10770",10,1077000000
"5268","PGAS1_10772",10,1077200000
"5269","PGAS1_10781",10,1078100000
"5270","PGAS1_10784",10,1078400000
"5271","PGAS1_10787",10,1078700000
"5272","PGAS1_10788",10,1078800000
"5273","PGAS1_10789",10,1078900000
"5274","PGAS1_10790",10,1079000000
"5275","PGAS1_10791",10,1079100000
"5276","PGAS1_10792",10,1079200000
"5277","PGAS1_10797",10,1079700000
"5278","PGAS1_10800",10,1080000000
"5279","PGAS1_10803",10,1080300000
"5280","PGAS1_10805",10,1080500000
"5281","PGAS1_10807",10,1080700000
"5282","PGAS1_10808",10,1080800000
"5283","PGAS1_10809",10,1080900000
"5284","PGAS1_10810",10,1081000000
"5285","PGAS1_10811",10,1081100000
"5286","PGAS1_10815",10,1081500000
"5287","PGAS1_10816",10,1081600000
"5288","PGAS1_10819",10,1081900000
"5289","PGAS1_10821",10,1082100000
"5290","PGAS1_10824",10,1082400000
"5291","PGAS1_10826",10,1082600000
"5292","PGAS1_10827",10,1082700000
"5293","PGAS1_10828",10,1082800000
"5294","PGAS1_10831",10,1083100000
"5295","PGAS1_10832",10,1083200000
"5296","PGAS1_10835",10,1083500000
"5297","PGAS1_10838",10,1083800000
"5298","PGAS1_10839",10,1083900000
"5299","PGAS1_10843",10,1084300000
"5300","PGAS1_10846",10,1084600000
"5301","PGAS1_10847",10,1084700000
"5302","PGAS1_10850",10,1085000000
"5303","PGAS1_10853",10,1085300000
"5304","PGAS1_10854",10,1085400000
"5305","PGAS1_10855",10,1085500000
"5306","PGAS1_10856",10,1085600000
"5307","PGAS1_10857",10,1085700000
"5308","PGAS1_10858",10,1085800000
"5309","PGAS1_10864",10,1086400000
"5310","PGAS1_10865",10,1086500000
"5311","PGAS1_10867",10,1086700000
"5312","PGAS1_10868",10,1086800000
"5313","PGAS1_10869",10,1086900000
"5314","PGAS1_10871",10,1087100000
"5315","PGAS1_10879",10,1087900000
"5316","PGAS1_10881",10,1088100000
"5317","PGAS1_10882",10,1088200000
"5318","PGAS1_10883",10,1088300000
"5319","PGAS1_10884",10,1088400000
"5320","PGAS1_10887",10,1088700000
"5321","PGAS1_10892",10,1089200000
"5322","PGAS1_10894",10,1089400000
"5323","PGAS1_10895",10,1089500000
"5324","PGAS1_10897",10,1089700000
"5325","PGAS1_10900",10,1090000000
"5326","PGAS1_10901",10,1090100000
"5327","PGAS1_10913",10,1091300000
"5328","PGAS1_10914",10,1091400000
"5329","PGAS1_10915",10,1091500000
"5330","PGAS1_10916",10,1091600000
"5331","PGAS1_10917",10,1091700000
"5332","PGAS1_10918",10,1091800000
"5333","PGAS1_10919",10,1091900000
"5334","PGAS1_10922",10,1092200000
"5335","PGAS1_10923",10,1092300000
"5336","PGAS1_10924",10,1092400000
"5337","PGAS1_10926",10,1092600000
"5338","PGAS1_10928",10,1092800000
"5339","PGAS1_10929",10,1092900000
"5340","PGAS1_10931",10,1093100000
"5341","PGAS1_10932",10,1093200000
"5342","PGAS1_10943",10,1094300000
"5343","PGAS1_10945",10,1094500000
"5344","PGAS1_10953",10,1095300000
"5345","PGAS1_10954",10,1095400000
"5346","PGAS1_10960",10,1096000000
"5347","PGAS1_10966",10,1096600000
"5348","PGAS1_10967",10,1096700000
"5349","PGAS1_10968",10,1096800000
"5350","PGAS1_10969",10,1096900000
"5351","PGAS1_10971",10,1097100000
"5352","PGAS1_10972",10,1097200000
"5353","PGAS1_10973",10,1097300000
"5354","PGAS1_10974",10,1097400000
"5355","PGAS1_10975",10,1097500000
"5356","PGAS1_10979",10,1097900000
"5357","PGAS1_10980",10,1098000000
"5358","PGAS1_10982",10,1098200000
"5359","PGAS1_10983",10,1098300000
"5360","PGAS1_10984",10,1098400000
"5361","PGAS1_10985",10,1098500000
"5362","PGAS1_10986",10,1098600000
"5363","PGAS1_10987",10,1098700000
"5364","PGAS1_10990",10,1099000000
"5365","PGAS1_10991",10,1099100000
"5366","PGAS1_10993",10,1099300000
"5367","PGAS1_10995",10,1099500000
"5368","PGAS1_10996",10,1099600000
"5369","PGAS1_10999",10,1099900000
"5370","PGAS1_11004",11,1100400000
"5371","PGAS1_11005",11,1100500000
"5372","PGAS1_11009",11,1100900000
"5373","PGAS1_11010",11,1101000000
"5374","PGAS1_11011",11,1101100000
"5375","PGAS1_11012",11,1101200000
"5376","PGAS1_11013",11,1101300000
"5377","PGAS1_11014",11,1101400000
"5378","PGAS1_11015",11,1101500000
"5379","PGAS1_11018",11,1101800000
"5380","PGAS1_11020",11,1102000000
"5381","PGAS1_11021",11,1102100000
"5382","PGAS1_11022",11,1102200000
"5383","PGAS1_11023",11,1102300000
"5384","PGAS1_11024",11,1102400000
"5385","PGAS1_11026",11,1102600000
"5386","PGAS1_11027",11,1102700000
"5387","PGAS1_11028",11,1102800000
"5388","PGAS1_11029",11,1102900000
"5389","PGAS1_11030",11,1103000000
"5390","PGAS1_11031",11,1103100000
"5391","PGAS1_11032",11,1103200000
"5392","PGAS1_11034",11,1103400000
"5393","PGAS1_11037",11,1103700000
"5394","PGAS1_11039",11,1103900000
"5395","PGAS1_11040",11,1104000000
"5396","PGAS1_11046",11,1104600000
"5397","PGAS1_11049",11,1104900000
"5398","PGAS1_11051",11,1105100000
"5399","PGAS1_11052",11,1105200000
"5400","PGAS1_11053",11,1105300000
"5401","PGAS1_11055",11,1105500000
"5402","PGAS1_11056",11,1105600000
"5403","PGAS1_11057",11,1105700000
"5404","PGAS1_11067",11,1106700000
"5405","PGAS1_11068",11,1106800000
"5406","PGAS1_11069",11,1106900000
"5407","PGAS1_11070",11,1107000000
"5408","PGAS1_11071",11,1107100000
"5409","PGAS1_11072",11,1107200000
"5410","PGAS1_11075",11,1107500000
"5411","PGAS1_11080",11,1108000000
"5412","PGAS1_11082",11,1108200000
"5413","PGAS1_11084",11,1108400000
"5414","PGAS1_11085",11,1108500000
"5415","PGAS1_11087",11,1108700000
"5416","PGAS1_11090",11,1109000000
"5417","PGAS1_11092",11,1109200000
"5418","PGAS1_11094",11,1109400000
"5419","PGAS1_11095",11,1109500000
"5420","PGAS1_11101",11,1110100000
"5421","PGAS1_11102",11,1110200000
"5422","PGAS1_11105",11,1110500000
"5423","PGAS1_11107",11,1110700000
"5424","PGAS1_11109",11,1110900000
"5425","PGAS1_11110",11,1111000000
"5426","PGAS1_11111",11,1111100000
"5427","PGAS1_11112",11,1111200000
"5428","PGAS1_11113",11,1111300000
"5429","PGAS1_11114",11,1111400000
"5430","PGAS1_11115",11,1111500000
"5431","PGAS1_11117",11,1111700000
"5432","PGAS1_11118",11,1111800000
"5433","PGAS1_11127",11,1112700000
"5434","PGAS1_11128",11,1112800000
"5435","PGAS1_11134",11,1113400000
"5436","PGAS1_11137",11,1113700000
"5437","PGAS1_11145",11,1114500000
"5438","PGAS1_11149",11,1114900000
"5439","PGAS1_11150",11,1115000000
"5440","PGAS1_11152",11,1115200000
"5441","PGAS1_11153",11,1115300000
"5442","PGAS1_11155",11,1115500000
"5443","PGAS1_11157",11,1115700000
"5444","PGAS1_11159",11,1115900000
"5445","PGAS1_11160",11,1116000000
"5446","PGAS1_11163",11,1116300000
"5447","PGAS1_11165",11,1116500000
"5448","PGAS1_11173",11,1117300000
"5449","PGAS1_11174",11,1117400000
"5450","PGAS1_11175",11,1117500000
"5451","PGAS1_11176",11,1117600000
"5452","PGAS1_11179",11,1117900000
"5453","PGAS1_11180",11,1118000000
"5454","PGAS1_11183",11,1118300000
"5455","PGAS1_11185",11,1118500000
"5456","PGAS1_11186",11,1118600000
"5457","PGAS1_11188",11,1118800000
"5458","PGAS1_11194",11,1119400000
"5459","PGAS1_11197",11,1119700000
"5460","PGAS1_11198",11,1119800000
"5461","PGAS1_11208",11,1120800000
"5462","PGAS1_11210",11,1121000000
"5463","PGAS1_11211",11,1121100000
"5464","PGAS1_11212",11,1121200000
"5465","PGAS1_11213",11,1121300000
"5466","PGAS1_11214",11,1121400000
"5467","PGAS1_11215",11,1121500000
"5468","PGAS1_11216",11,1121600000
"5469","PGAS1_11217",11,1121700000
"5470","PGAS1_11222",11,1122200000
"5471","PGAS1_11223",11,1122300000
"5472","PGAS1_11234",11,1123400000
"5473","PGAS1_11235",11,1123500000
"5474","PGAS1_11236",11,1123600000
"5475","PGAS1_11237",11,1123700000
"5476","PGAS1_11239",11,1123900000
"5477","PGAS1_11240",11,1124000000
"5478","PGAS1_11241",11,1124100000
"5479","PGAS1_11243",11,1124300000
"5480","PGAS1_11244",11,1124400000
"5481","PGAS1_11246",11,1124600000
"5482","PGAS1_11247",11,1124700000
"5483","PGAS1_11249",11,1124900000
"5484","PGAS1_11251",11,1125100000
"5485","PGAS1_11252",11,1125200000
"5486","PGAS1_11253",11,1125300000
"5487","PGAS1_11254",11,1125400000
"5488","PGAS1_11257",11,1125700000
"5489","PGAS1_11258",11,1125800000
"5490","PGAS1_11264",11,1126400000
"5491","PGAS1_11269",11,1126900000
"5492","PGAS1_11272",11,1127200000
"5493","PGAS1_11274",11,1127400000
"5494","PGAS1_11276",11,1127600000
"5495","PGAS1_11277",11,1127700000
"5496","PGAS1_11278",11,1127800000
"5497","PGAS1_11279",11,1127900000
"5498","PGAS1_11280",11,1128000000
"5499","PGAS1_11281",11,1128100000
"5500","PGAS1_11283",11,1128300000
"5501","PGAS1_11285",11,1128500000
"5502","PGAS1_11286",11,1128600000
"5503","PGAS1_11287",11,1128700000
"5504","PGAS1_11290",11,1129000000
"5505","PGAS1_11292",11,1129200000
"5506","PGAS1_11293",11,1129300000
"5507","PGAS1_11296",11,1129600000
"5508","PGAS1_11297",11,1129700000
"5509","PGAS1_11299",11,1129900000
"5510","PGAS1_11301",11,1130100000
"5511","PGAS1_11304",11,1130400000
"5512","PGAS1_11313",11,1131300000
"5513","PGAS1_11314",11,1131400000
"5514","PGAS1_11317",11,1131700000
"5515","PGAS1_11318",11,1131800000
"5516","PGAS1_11319",11,1131900000
"5517","PGAS1_11321",11,1132100000
"5518","PGAS1_11322",11,1132200000
"5519","PGAS1_11323",11,1132300000
"5520","PGAS1_11324",11,1132400000
"5521","PGAS1_11325",11,1132500000
"5522","PGAS1_11327",11,1132700000
"5523","PGAS1_11329",11,1132900000
"5524","PGAS1_11332",11,1133200000
"5525","PGAS1_11334",11,1133400000
"5526","PGAS1_11335",11,1133500000
"5527","PGAS1_11343",11,1134300000
"5528","PGAS1_11345",11,1134500000
"5529","PGAS1_11346",11,1134600000
"5530","PGAS1_11350",11,1135000000
"5531","PGAS1_11351",11,1135100000
"5532","PGAS1_11352",11,1135200000
"5533","PGAS1_11353",11,1135300000
"5534","PGAS1_11354",11,1135400000
"5535","PGAS1_11355",11,1135500000
"5536","PGAS1_11356",11,1135600000
"5537","PGAS1_11358",11,1135800000
"5538","PGAS1_11365",11,1136500000
"5539","PGAS1_11375",11,1137500000
"5540","PGAS1_11376",11,1137600000
"5541","PGAS1_11382",11,1138200000
"5542","PGAS1_11383",11,1138300000
"5543","PGAS1_11384",11,1138400000
"5544","PGAS1_11389",11,1138900000
"5545","PGAS1_11390",11,1139000000
"5546","PGAS1_11395",11,1139500000
"5547","PGAS1_11396",11,1139600000
"5548","PGAS1_11397",11,1139700000
"5549","PGAS1_11399",11,1139900000
"5550","PGAS1_11402",11,1140200000
"5551","PGAS1_11403",11,1140300000
"5552","PGAS1_11407",11,1140700000
"5553","PGAS1_11408",11,1140800000
"5554","PGAS1_11409",11,1140900000
"5555","PGAS1_11411",11,1141100000
"5556","PGAS1_11412",11,1141200000
"5557","PGAS1_11416",11,1141600000
"5558","PGAS1_11417",11,1141700000
"5559","PGAS1_11419",11,1141900000
"5560","PGAS1_11420",11,1142000000
"5561","PGAS1_11422",11,1142200000
"5562","PGAS1_11424",11,1142400000
"5563","PGAS1_11426",11,1142600000
"5564","PGAS1_11427",11,1142700000
"5565","PGAS1_11431",11,1143100000
"5566","PGAS1_11439",11,1143900000
"5567","PGAS1_11441",11,1144100000
"5568","PGAS1_11443",11,1144300000
"5569","PGAS1_11445",11,1144500000
"5570","PGAS1_11450",11,1145000000
"5571","PGAS1_11451",11,1145100000
"5572","PGAS1_11452",11,1145200000
"5573","PGAS1_11455",11,1145500000
"5574","PGAS1_11456",11,1145600000
"5575","PGAS1_11457",11,1145700000
"5576","PGAS1_11459",11,1145900000
"5577","PGAS1_11460",11,1146000000
"5578","PGAS1_11461",11,1146100000
"5579","PGAS1_11462",11,1146200000
"5580","PGAS1_11463",11,1146300000
"5581","PGAS1_11464",11,1146400000
"5582","PGAS1_11465",11,1146500000
"5583","PGAS1_11466",11,1146600000
"5584","PGAS1_11468",11,1146800000
"5585","PGAS1_11470",11,1147000000
"5586","PGAS1_11476",11,1147600000
"5587","PGAS1_11477",11,1147700000
"5588","PGAS1_11478",11,1147800000
"5589","PGAS1_11480",11,1148000000
"5590","PGAS1_11481",11,1148100000
"5591","PGAS1_11484",11,1148400000
"5592","PGAS1_11485",11,1148500000
"5593","PGAS1_11486",11,1148600000
"5594","PGAS1_11487",11,1148700000
"5595","PGAS1_11491",11,1149100000
"5596","PGAS1_11496",11,1149600000
"5597","PGAS1_11497",11,1149700000
"5598","PGAS1_11498",11,1149800000
"5599","PGAS1_11499",11,1149900000
"5600","PGAS1_11504",11,1150400000
"5601","PGAS1_11505",11,1150500000
"5602","PGAS1_11507",11,1150700000
"5603","PGAS1_11508",11,1150800000
"5604","PGAS1_11509",11,1150900000
"5605","PGAS1_11510",11,1151000000
"5606","PGAS1_11511",11,1151100000
"5607","PGAS1_11512",11,1151200000
"5608","PGAS1_11514",11,1151400000
"5609","PGAS1_11515",11,1151500000
"5610","PGAS1_11517",11,1151700000
"5611","PGAS1_11521",11,1152100000
"5612","PGAS1_11524",11,1152400000
"5613","PGAS1_11526",11,1152600000
"5614","PGAS1_11527",11,1152700000
"5615","PGAS1_11528",11,1152800000
"5616","PGAS1_11529",11,1152900000
"5617","PGAS1_11530",11,1153000000
"5618","PGAS1_11531",11,1153100000
"5619","PGAS1_11532",11,1153200000
"5620","PGAS1_11533",11,1153300000
"5621","PGAS1_11534",11,1153400000
"5622","PGAS1_11535",11,1153500000
"5623","PGAS1_11540",11,1154000000
"5624","PGAS1_11541",11,1154100000
"5625","PGAS1_11542",11,1154200000
"5626","PGAS1_11544",11,1154400000
"5627","PGAS1_11545",11,1154500000
"5628","PGAS1_11546",11,1154600000
"5629","PGAS1_11547",11,1154700000
"5630","PGAS1_11548",11,1154800000
"5631","PGAS1_11552",11,1155200000
"5632","PGAS1_11555",11,1155500000
"5633","PGAS1_11556",11,1155600000
"5634","PGAS1_11557",11,1155700000
"5635","PGAS1_11560",11,1156000000
"5636","PGAS1_11561",11,1156100000
"5637","PGAS1_11562",11,1156200000
"5638","PGAS1_11565",11,1156500000
"5639","PGAS1_11567",11,1156700000
"5640","PGAS1_11568",11,1156800000
"5641","PGAS1_11569",11,1156900000
"5642","PGAS1_11570",11,1157000000
"5643","PGAS1_11574",11,1157400000
"5644","PGAS1_11575",11,1157500000
"5645","PGAS1_11578",11,1157800000
"5646","PGAS1_11580",11,1158000000
"5647","PGAS1_11581",11,1158100000
"5648","PGAS1_11582",11,1158200000
"5649","PGAS1_11583",11,1158300000
"5650","PGAS1_11584",11,1158400000
"5651","PGAS1_11585",11,1158500000
"5652","PGAS1_11586",11,1158600000
"5653","PGAS1_11587",11,1158700000
"5654","PGAS1_11591",11,1159100000
"5655","PGAS1_11596",11,1159600000
"5656","PGAS1_11597",11,1159700000
"5657","PGAS1_11598",11,1159800000
"5658","PGAS1_11603",11,1160300000
"5659","PGAS1_11604",11,1160400000
"5660","PGAS1_11606",11,1160600000
"5661","PGAS1_11608",11,1160800000
"5662","PGAS1_11609",11,1160900000
"5663","PGAS1_11618",11,1161800000
"5664","PGAS1_11625",11,1162500000
"5665","PGAS1_11628",11,1162800000
"5666","PGAS1_11629",11,1162900000
"5667","PGAS1_11631",11,1163100000
"5668","PGAS1_11632",11,1163200000
"5669","PGAS1_11635",11,1163500000
"5670","PGAS1_11636",11,1163600000
"5671","PGAS1_11637",11,1163700000
"5672","PGAS1_11639",11,1163900000
"5673","PGAS1_11640",11,1164000000
"5674","PGAS1_11641",11,1164100000
"5675","PGAS1_11642",11,1164200000
"5676","PGAS1_11649",11,1164900000
"5677","PGAS1_11653",11,1165300000
"5678","PGAS1_11654",11,1165400000
"5679","PGAS1_11656",11,1165600000
"5680","PGAS1_11657",11,1165700000
"5681","PGAS1_11658",11,1165800000
"5682","PGAS1_11659",11,1165900000
"5683","PGAS1_11660",11,1166000000
"5684","PGAS1_11662",11,1166200000
"5685","PGAS1_11663",11,1166300000
"5686","PGAS1_11665",11,1166500000
"5687","PGAS1_11666",11,1166600000
"5688","PGAS1_11667",11,1166700000
"5689","PGAS1_11668",11,1166800000
"5690","PGAS1_11669",11,1166900000
"5691","PGAS1_11673",11,1167300000
"5692","PGAS1_11675",11,1167500000
"5693","PGAS1_11680",11,1168000000
"5694","PGAS1_11683",11,1168300000
"5695","PGAS1_11684",11,1168400000
"5696","PGAS1_11686",11,1168600000
"5697","PGAS1_11688",11,1168800000
"5698","PGAS1_11690",11,1169000000
"5699","PGAS1_11693",11,1169300000
"5700","PGAS1_11696",11,1169600000
"5701","PGAS1_11700",11,1170000000
"5702","PGAS1_11704",11,1170400000
"5703","PGAS1_11708",11,1170800000
"5704","PGAS1_11710",11,1171000000
"5705","PGAS1_11711",11,1171100000
"5706","PGAS1_11713",11,1171300000
"5707","PGAS1_11715",11,1171500000
"5708","PGAS1_11717",11,1171700000
"5709","PGAS1_11718",11,1171800000
"5710","PGAS1_11727",11,1172700000
"5711","PGAS1_11728",11,1172800000
"5712","PGAS1_11729",11,1172900000
"5713","PGAS1_11732",11,1173200000
"5714","PGAS1_11733",11,1173300000
"5715","PGAS1_11734",11,1173400000
"5716","PGAS1_11738",11,1173800000
"5717","PGAS1_11741",11,1174100000
"5718","PGAS1_11743",11,1174300000
"5719","PGAS1_11744",11,1174400000
"5720","PGAS1_11746",11,1174600000
"5721","PGAS1_11750",11,1175000000
"5722","PGAS1_11752",11,1175200000
"5723","PGAS1_11753",11,1175300000
"5724","PGAS1_11756",11,1175600000
"5725","PGAS1_11758",11,1175800000
"5726","PGAS1_11759",11,1175900000
"5727","PGAS1_11761",11,1176100000
"5728","PGAS1_11766",11,1176600000
"5729","PGAS1_11768",11,1176800000
"5730","PGAS1_11769",11,1176900000
"5731","PGAS1_11770",11,1177000000
"5732","PGAS1_11771",11,1177100000
"5733","PGAS1_11775",11,1177500000
"5734","PGAS1_11776",11,1177600000
"5735","PGAS1_11781",11,1178100000
"5736","PGAS1_11782",11,1178200000
"5737","PGAS1_11786",11,1178600000
"5738","PGAS1_11787",11,1178700000
"5739","PGAS1_11789",11,1178900000
"5740","PGAS1_11791",11,1179100000
"5741","PGAS1_11792",11,1179200000
"5742","PGAS1_11794",11,1179400000
"5743","PGAS1_11795",11,1179500000
"5744","PGAS1_11798",11,1179800000
"5745","PGAS1_11799",11,1179900000
"5746","PGAS1_11800",11,1180000000
"5747","PGAS1_11801",11,1180100000
"5748","PGAS1_11802",11,1180200000
"5749","PGAS1_11803",11,1180300000
"5750","PGAS1_11805",11,1180500000
"5751","PGAS1_11806",11,1180600000
"5752","PGAS1_11808",11,1180800000
"5753","PGAS1_11809",11,1180900000
"5754","PGAS1_11812",11,1181200000
"5755","PGAS1_11814",11,1181400000
"5756","PGAS1_11816",11,1181600000
"5757","PGAS1_11817",11,1181700000
"5758","PGAS1_11818",11,1181800000
"5759","PGAS1_11824",11,1182400000
"5760","PGAS1_11826",11,1182600000
"5761","PGAS1_11827",11,1182700000
"5762","PGAS1_11831",11,1183100000
"5763","PGAS1_11832",11,1183200000
"5764","PGAS1_11833",11,1183300000
"5765","PGAS1_11837",11,1183700000
"5766","PGAS1_11838",11,1183800000
"5767","PGAS1_11839",11,1183900000
"5768","PGAS1_11841",11,1184100000
"5769","PGAS1_11843",11,1184300000
"5770","PGAS1_11852",11,1185200000
"5771","PGAS1_11853",11,1185300000
"5772","PGAS1_11854",11,1185400000
"5773","PGAS1_11855",11,1185500000
"5774","PGAS1_11856",11,1185600000
"5775","PGAS1_11857",11,1185700000
"5776","PGAS1_11859",11,1185900000
"5777","PGAS1_11860",11,1186000000
"5778","PGAS1_11863",11,1186300000
"5779","PGAS1_11865",11,1186500000
"5780","PGAS1_11866",11,1186600000
"5781","PGAS1_11867",11,1186700000
"5782","PGAS1_11868",11,1186800000
"5783","PGAS1_11869",11,1186900000
"5784","PGAS1_11870",11,1187000000
"5785","PGAS1_11871",11,1187100000
"5786","PGAS1_11872",11,1187200000
"5787","PGAS1_11876",11,1187600000
"5788","PGAS1_11881",11,1188100000
"5789","PGAS1_11883",11,1188300000
"5790","PGAS1_11884",11,1188400000
"5791","PGAS1_11885",11,1188500000
"5792","PGAS1_11886",11,1188600000
"5793","PGAS1_11887",11,1188700000
"5794","PGAS1_11892",11,1189200000
"5795","PGAS1_11901",11,1190100000
"5796","PGAS1_11903",11,1190300000
"5797","PGAS1_11907",11,1190700000
"5798","PGAS1_11908",11,1190800000
"5799","PGAS1_11909",11,1190900000
"5800","PGAS1_11912",11,1191200000
"5801","PGAS1_11913",11,1191300000
"5802","PGAS1_11914",11,1191400000
"5803","PGAS1_11927",11,1192700000
"5804","PGAS1_11929",11,1192900000
"5805","PGAS1_11930",11,1193000000
"5806","PGAS1_11932",11,1193200000
"5807","PGAS1_11933",11,1193300000
"5808","PGAS1_11934",11,1193400000
"5809","PGAS1_11935",11,1193500000
"5810","PGAS1_11936",11,1193600000
"5811","PGAS1_11939",11,1193900000
"5812","PGAS1_11941",11,1194100000
"5813","PGAS1_11946",11,1194600000
"5814","PGAS1_11948",11,1194800000
"5815","PGAS1_11951",11,1195100000
"5816","PGAS1_11952",11,1195200000
"5817","PGAS1_11956",11,1195600000
"5818","PGAS1_11958",11,1195800000
"5819","PGAS1_11960",11,1196000000
"5820","PGAS1_11962",11,1196200000
"5821","PGAS1_11963",11,1196300000
"5822","PGAS1_11965",11,1196500000
"5823","PGAS1_11966",11,1196600000
"5824","PGAS1_11968",11,1196800000
"5825","PGAS1_11970",11,1197000000
"5826","PGAS1_11974",11,1197400000
"5827","PGAS1_11976",11,1197600000
"5828","PGAS1_11979",11,1197900000
"5829","PGAS1_11980",11,1198000000
"5830","PGAS1_11981",11,1198100000
"5831","PGAS1_11983",11,1198300000
"5832","PGAS1_11987",11,1198700000
"5833","PGAS1_11989",11,1198900000
"5834","PGAS1_11993",11,1199300000
"5835","PGAS1_11995",11,1199500000
"5836","PGAS1_11996",11,1199600000
"5837","PGAS1_12000",12,1200000000
"5838","PGAS1_12007",12,1200700000
"5839","PGAS1_12011",12,1201100000
"5840","PGAS1_12012",12,1201200000
"5841","PGAS1_12017",12,1201700000
"5842","PGAS1_12021",12,1202100000
"5843","PGAS1_12022",12,1202200000
"5844","PGAS1_12023",12,1202300000
"5845","PGAS1_12025",12,1202500000
"5846","PGAS1_12026",12,1202600000
"5847","PGAS1_12027",12,1202700000
"5848","PGAS1_12028",12,1202800000
"5849","PGAS1_12029",12,1202900000
"5850","PGAS1_12030",12,1203000000
"5851","PGAS1_12031",12,1203100000
"5852","PGAS1_12036",12,1203600000
"5853","PGAS1_12045",12,1204500000
"5854","PGAS1_12046",12,1204600000
"5855","PGAS1_12047",12,1204700000
"5856","PGAS1_12051",12,1205100000
"5857","PGAS1_12053",12,1205300000
"5858","PGAS1_12054",12,1205400000
